review_date,handle,rating,helpfulness_rating,Counterfeit,review
2-Feb-21,Ralph H Donnell,5,,0,As advertised.  A mask to add to your arsenal of masks to protect you from COVID-19.  Even better under a decorative mask for greater protection.
1-Feb-21,John,2,,1,The quality is poor compared to the ones of the same brand brought a while back from a different place.
1-Mar-21,CJ,4,,0,Ordered these masks without checking my current supply of masks.  Already had enough so returned and received refund.
10-Oct-20,sleep reader,4,,0,Better than the blue surgical type masks.
24-Oct-20,nsg,5,,0,Best KN 95 masks. Perfect fit.
24-Feb-21,Joni M.,5,,0,Best KN95 masks I've tried.  Good fit and good quality overall.
27-Feb-21,TK,1,One,0,Very small!!!!!!
2-Mar-21,Jess Quin,1,,0,Ear loops much too small for even a three year old to wear. Waste of money.
25-Mar-21,Catherine Winteringham,5,,0,Face mask is comfortable to wear for several hours
30-Jan-21,Jerry,2,,0,Very small size. Would not fit a small ederly woman! The ear loops are so small it literally pluued off her ears. The quality seems nice but WAY small.
1-Feb-21,BONNIE H.,1,,0,These masks are very small for an adult. The ear loops are extremely tight. If you are looking for adult size masks you should pass on these.
16-Sep-20,Harold,5,,0,They are very sturdy and comfortable to wear for long periods of time. Don’t make my glasses fog up
7-Feb-21,Linda Nettles Barbour,5,,0,To protect myself due to COVID-19 and the people I may come in contact. Definitely safety measures to help.
7-Feb-21,Patti Macgill,5,,0,Good product for the price
8-Feb-21,Nick,1,,1,I think these are likely counterfeit. If you try the water test the seams leak in less than a minute so not safe. Will be requesting refund.
21-Feb-21,A HUGG,5,,0,Very good product and I will buy from this company again. Thank You !!!!
21-Mar-21,Mary C. Maxon,5,,0,Very comfortable to wear.
30-Jan-21,Terry Davis,5,,0,Fits snugly. Just as expected.
27-Mar-21,B.A. Sebek,4,,0,Functionally perfect! The green lettering on the white looks crappy. Wish they did them in black.
27-Aug-20,Li X,5,,0,I've used KN95 masks from four suppliers that are popular on Amazon. So far this one is the best. And Powecom is on the FDA authorization list for KN95.
11-Sep-20,farnaz,4,,0,Functionality
30-Oct-20,charles paris,5,,0,Very nice fit
4-Dec-20,Melanie .,5,,0,"Some pain around the ears, but I suppose that is needed for it to give a tight fit"
26-Dec-20,Amazon Customer,5,,0,HAPPY CAMPER
15-Sep-20,Jeff M.,5,,0,Good Product
30-Jan-21,Betsy,1,,1,Sincerely doubt this can meet Kn95 US standards as there are vent holes in the top and bottom of each side.
22-Feb-21,Gerial,5,,0,The best value for the money Very authentic
5-Mar-21,EmK,1,,0,This mask is too small for an adult face. Very uncomfortable fit. The nose bridge does not seal  properly.
18-Mar-21,Morella Tinoco,5,,0,Confort and good size for woman
9-Mar-21,Steve,5,,0,Approved by the FDA.
27-Oct-20,Vinod Duggal (Vini),5,,0,Easy and comfortable
16-Sep-20,Erika S,5,,0,"Efficient and effective mask! Had clear and concise instructions on verifying counterfeit, comfortable , stretch well , provide adequate protection."
18-Mar-21,Amazon Customer,5,,0,"Fit was better than expected, no side gaps and comfortable wear."
14-Dec-20,BSue,5,,0,This mask makes me feel more protected than the surgical masks. It also stays in place better & doesn’t move around so much when you are talking.
30-Jan-21,jim bomer,2,,0,I can't use them. They are so tight on my ears that Only a small child could wear them.
27-Jan-21,Yutao Shen,5,,0,Excellent and easy to use
30-Jan-21,robert h.,1,,0,They stay on my head for a short time but gradually slip off my ears.  Otherwise good.
16-Nov-20,Arlette Mooney,5,,0,Great product and my eyeglasses don’t fog up. Easy to breathe and talk.
21-Dec-20,Tina M.,5,,0,This face mask is an excellent product. It makes me feel safer than any I have used.
19-Mar-21,Annette C. Whatley,4,,0,LOVED THESE!
28-Jan-21,Anne F. Gorrissen,1,,0,They are so airtight that it is a struggle to breath. GB2626/2006 Parhapd Amazonnsent the incorrect model😡😡😡
29-Mar-21,Marian777,2,,0,The elastic is too small and it’s very tight on your ears.  We can’t use them.  They are painful.
14-Nov-20,CWD,5,,0,Good masks!
4-Dec-20,Liz,5,,0,Masks shipped very quickly. Good fit and no fogging of the glasses.
27-Dec-20,Loretta Dines,4,,0,They protect me with the highest amount of protection
1-Mar-21,Aimée Dorsey,4,,0,It’s a lil uncomfortable on my ears pulls them down.
6-Feb-21,Rachel,3,,0,The masks themselves seem good but one out of the three packs I ordered was not sealed and the masks inside were dirty.
26-Dec-20,Elena Smirnova,5,,0,Fits really well around the face . a little tight around ears  . So it’s hard to wear for multiple hours
1-Feb-21,Tea,1,,0,The over the ear ties are not compatible- loose fit...all in all if I could would have returned.  Not worth the money
20-Feb-21,OrgBehavior,1,,0,Very small as compared to other k95 masks which puts a great deal of pressure on the face
8-Mar-21,Nikolas,5,,0,I needed masks so I quickly bought whatever I found and this has lasted me for a long period of time.
21-Feb-21,JERRELL SUDDRETH,3,,0,received  these and the  bottom of the pack was completely open for some reason. Mask looked okay but what a woory.
9-Nov-20,Millie J,2,,0,Too small. Ear loopes pull on your ears. Very uncomfortable.
24-Mar-21,judy chang,3,,0,elastic cut too short for most ears
5-Feb-21,jtbgraphics,3,,0,This mask is VERY small. I'm a 5' petite woman and it barely fits my face and the bands barely fit around my ears.
18-Jan-21,Ilene Fischman,5,,0,this one fits my face nicely and was able to wear most of the day.  already reordered.
29-Oct-20,Eric Pelletier,1,,0,"I found this mask very tight, it barely was big enough for my kids. I also broke out into an itchy rash after one day of use, about 7 hours of wear."
17-Feb-21,Tamz,3,,0,Great for protection. Annoying on comfort. The bands are just so small it folds my ears and constantly slips off.
4-Mar-21,Endgame Grinder,2,,0,Seems to work.  Bad smell for a day or two.  Made in China
16-Oct-20,Kathleen,5,,0,Very comfortable to wear. Did not bother my eyes.  Stretches very well.
16-Jan-21,Luv2laf,5,,0,This mask fits very well which means I don’t have to keep adjusting it.
25-Mar-21,Rudy Mockel,5,,0,Safety during covid..
28-Oct-20,Rhonda C.,1,,0,Cannot use this product with my oxygen canula and tubing. Was not aware of this before purchasing.
2-Apr-21,Karen O.,5,,0,Comfortable mask and keeps fog off my glasses. Fits perfectly for me but ear loops may be tight for some people.
31-Oct-20,Margaret Lee,5,,0,Love these.  Fits securely on my face.  Very comfortable.
14-Sep-20,Carrie Jean,5,,0,Great masks. It’s great to be able to get an approved KN95. Reasonably priced too
20-Mar-21,Jay Zombie,4,,0,It’s comfortable and valuable
6-Feb-21,SYREETA DHOLICHAND,1,,1,Cheaply made not a real n95
12-Oct-20,RS,5,,0,"The product was delivered on time and is comfortable to wear. Also, the mask is can be worn multiple times"
30-Dec-20,michele s.,5,One,0,It fulfills stated purpose.
18-Mar-21,Renee Allen,3,,0,Straps a little tight around the ears.
1-Apr-21,Evelyn Chang,5,,0,"I liked that this mask fit me perfectly and creates a good seal, filtering all air breathed in and out."
6-Dec-20,James & Lillian Miller,5,,0,Fit was appropriate at a fair price.
17-Oct-20,Lorre L.,5,,0,Really fits to my face & comfortable
17-Feb-21,Rebecca J. Weber,5,,0,I scanned the anti-fake label and it came back as authentic. I’m convinced.
1-Dec-20,Mary T Sheil,1,,0,mask is very small for an adult and the elastic is very tight
25-Jan-21,Linda L.,3,One,0,Low quality
22-Mar-21,Robert Papallo,5,,0,"This product was in great condition, fits great and we are very happy with these masks."
30-Mar-21,Amazon Customer,5,,0,Out of all the different  brands  of KN95 face mask I tried powecom is one of the best.
30-Sep-20,Alireza,5,,0,Great quality and great customer service. They solved any problem quickly! Thanks!
29-Dec-20,Amazon Customer,1,One,1,These masks are perforated.  I wouldn’t feel safe wearing them.
24-Oct-20,Grant Miller,3,,0,Ear strap bands break too easily.
14-Feb-21,Teresa Ransberger,5,,0,Wanted something in addition to regular surgical masks. These work well.
17-Aug-20,Sooman,5,One,0,This is very good product and very comfortable. Lovely. Recommended.
13-Sep-20,Angelia S. Baugess,3,,0,Fits small. They are a little tight and pulled on my ears.
18-Feb-21,Carolyn C. Mullins,5,,0,This is a mfg verified genuine product. You can verify on their website with a code on the package.
18-Mar-21,Amazon Customer,5,,0,Really confortable
30-Mar-21,Shortiepw,5,,0,Very comfortable.
9-Mar-21,Jane,5,,0,"Don't like masks, but this one is the most comfortable and fits close to your face on the sides."
30-Jan-21,Rita,4,,0,Appropriate for a second mask
18-Feb-21,KB,4,,0,I purchased these on 1/20/21 and the authentication code checks out.
2-Oct-20,"Leach IT Services, LLC",5,,0,Satisfied customer.  Great customer care!
15-Feb-21,Wanda Smith,2,,0,These are uncomfortable to wear. I wouldn't buy again.
3-Feb-21,Amazon Customer,1,,0,"This mask is too small,not for adult!! After 15 min wearing a mask my face was sweat and itchy."
16-Dec-20,troy booker,1,,0,These run small
11-Apr-21,B. Hallstrom,2,,0,The inside fabric breaks down and comes apart which will irritate the users face
28-Feb-21,Nham K.,5,,0,Good product and honest seller. I bought several times and have no regrets. Protected me and my family well.
2-Mar-21,Julie,3,,0,The straps broke on some when first put on.  They were then wasted
30-Jan-21,MJZ57,1,,1,Received counterfeit.  Don’t buy these.
22-Mar-21,Laurie Trindall,5,,0,I feel safe when I am wearing the mask.
19-Mar-21,SD NATIVE,5,,0,I like how well it conforms to my face.
17-Mar-21,Tawsha Leigh Phillips,5,,0,Nothing but it really does suck up to your face which can be a little irritating to your face
31-Jan-21,Amazon Customer,1,,0,"These have tiny, tiny ear loops. They are unusable. I do not have a large head."
24-Dec-20,Lee Olson,5,,0,hate masks but the powers to be think I dont know how to take care  80+ years.
22-Mar-21,AmazonCustomer,1,,0,The cord isn’t long enough. These may fit a small 10 year old.
14-Feb-21,Stephen C.,5,,0,These are good mask . . . Good Fit . . . Comfortably . . . Easy to BREATHE.
7-Mar-21,Amazon Customer,5,,0,I have the KN-95 masks as I have a physical impairment that the mask helps me overcome the impairment.
8-Mar-21,Amazon Customer,4,,0,"Comfortable, snug fit"
28-Jan-21,MLD,4,,0,So one of the 3 packages I ordered was slit open and there wasn't 10 items in the package as ordered
9-Feb-21,David Fasteson,2,,0,Mask leaks and fogs up glasses. Smells easily penetrate as well. At least it offers some protection.
23-Oct-20,Linda G.,1,,1,These are not KN95 by today’s standards. Do not buy if you want good protection
15-Feb-21,Joe McDade,5,,0,"with the extra layers of protection , i feel more comfortable going out in public"
13-Sep-20,Michael,5,,0,Arrived before anticipated date and was exactly as described.
8-Mar-21,george goss,4,,0,I like the face mask for covi 19 . But its a little more difficult to breeze cause I have COPD.
28-Jan-21,Rock,3,,0,the mask are not individually wrapped and the bag  they are in is not resealable
3-Feb-21,Brad Lyons,4,,0,"Tight Fit, Excellent Value"
1-Dec-20,sachin,1,,0,These are very very tight on the ears and not comfortable. Please look for other alternatives.
6-Feb-21,Michael Webb,4,,0,"meets the need, but not well made as to the other brand I ordered"
30-Mar-21,Dorothy J Rowe,5,,0,Comfortable
16-Dec-20,Amazon Customer,5,,0,"Comfotable , breathable and thick ! Great  one yet"
17-Feb-21,Felicia deS,4,,0,Is there any way to confirm these masks are real?
7-Feb-21,Jim,1,,0,Very short loops that hurt my ears and face. Unwearable for this adult male.
22-Aug-20,Eltomo,5,,0,"I slight odor, but I think it will go away when aired out."
27-Mar-21,Fallen Angels,3,,0,To tight
30-Jan-21,Tim,1,,0,this is extremely small for me and i am not a large person.
16-Dec-20,Kelly,5,,0,"The first batch of these were smaller than the other two, which I loved!"
17-Mar-21,Donald Kranker,5,,0,Was as advertised
4-Feb-21,Paris,5,,0,Mask fits comfortably on face.
14-Nov-20,Carol Miller,3,,0,Masks have an unpleasant odor.
25-Mar-21,Amazon Customer,1,,0,Very Tiny Mask!!
6-Apr-21,Heather Johnson,1,,0,Dirty these masks are used!!!
25-Jan-21,Maehamam,5,One,0,Perfect product.
24-Nov-20,Ray White,5,,0,I’m a License Embalmer I wear them when I’m Embaly
26-Feb-21,Bugsy,5,,0,Great mask very comfortable.
21-Dec-20,Taylor,5,,0,"Arrived on time, good masks."
31-Aug-20,Jackie Harris,4,,0,Good Quality but they need to cover more of your face.
15-Nov-20,Periasamy R.,5,,0,The mask is very comfortable and usable.
27-Mar-21,Deborah McCombs,5,,0,"Great value for the money, arrived very fast. I wear one every day."
27-Nov-20,Ron,5,,0,"Every day use, comfortable"
30-Jan-21,Audrey,5,,0,These are authentic. Medical grade. Passes fit test.
15-Dec-20,Amazon Customer,5,,0,Fits snugly.  High Filtration rate. Excellent value.
21-Dec-20,Ron,5,,0,USED THIS PRODUCT WHEN GOING INTO CUSTOMERS FACILITY
8-Apr-21,Bret Fancher,5,,0,Great product. It is very comfortable.
14-Oct-20,rocket,5,,0,Great masks and great communication with the seller
28-Nov-20,Lorraine Lods,3,,1,smell terrible very thin
17-Mar-21,Rose L.,3,,0,Fits small
13-Nov-20,Paula Evans,5,,0,I feel like there's an extra layer of protection. More confident  . Thank you
8-Apr-21,Patricia A. Dolar,5,,0,Mask fits very well and is equally as comfortable
5-Apr-21,roz vaden,5,,0,Do they come in colors
11-Feb-21,Karen L Hilliard,1,,1,Imitation and cheaply made. Not the same as the one I though I was ordering.
4-Nov-20,sold,5,,0,perfect
10-Feb-21,Deborah Kurtz,5,,0,Comfort
27-Dec-20,John J koudsi,4,,1,An imitation of the original one made by the us company “3M”
3-Feb-21,Liz,1,,0,"Bag is not seal , masks are too small could not use it!! Not for adult !!"
